chr	source	feature	start	end	score	strand	frame	group	log_RPM	expression
chr19	.	miRNA	54261486	54261572	.	+	.	Name=hsa-mir-1283-2;ID=MI0006430	-5.17496571531869	0
chr3	.	miRNA	71591121	71591240	.	-	.	Name=hsa-mir-1284;ID=MI0006431	-2.85269387960292	1
chrX	.	miRNA	85090785	85090863	.	+	.	Name=hsa-mir-1321;ID=MI0006652	-5.17496571531869	0
chr8	.	miRNA	10682883	10682953	.	-	.	Name=hsa-mir-1322;ID=MI0006653	-2.69278142135417	1
chr14	.	miRNA	101491901	101491988	.	+	.	Name=hsa-mir-1197;ID=MI0006656	-0.364470286184503	2
chr3	.	miRNA	75679914	75680009	.	+	.	Name=hsa-mir-1324;ID=MI0006657	-4.74122029603076	0
chr15	.	miRNA	96876490	96876536	.	+	.	Name=hsa-mir-1469;ID=MI0007074	-5.17496571531869	0
chr19	.	miRNA	15560359	15560419	.	+	.	Name=hsa-mir-1470;ID=MI0007075	-5.17496571531869	0
chr2	.	miRNA	232756952	232757008	.	-	.	Name=hsa-mir-1471;ID=MI0007076	-4.02057063345367	0
chr16	.	miRNA	69599711	69599771	.	-	.	Name=hsa-mir-1538;ID=MI0007259	-3.30980492730633	0
chr18	.	miRNA	47013743	47013792	.	+	.	Name=hsa-mir-1539;ID=MI0007260	-5.17496571531869	0
chr5	.	miRNA	167987909	167987970	.	+	.	Name=hsa-mir-103b-1;ID=MI0007261	-5.17496571531869	0
chr20	.	miRNA	3898149	3898210	.	-	.	Name=hsa-mir-103b-2;ID=MI0007262	-5.17496571531869	0
chr13	.	miRNA	41301964	41302011	.	-	.	Name=hsa-mir-320d-1;ID=MI0008190	-1.15104616060169	2
chr18	.	miRNA	21901650	21901699	.	+	.	Name=hsa-mir-320c-2;ID=MI0008191	-0.393352135346982	2
chrX	.	miRNA	140008337	140008384	.	-	.	Name=hsa-mir-320d-2;ID=MI0008192	-1.15104616060169	2
chr20	.	miRNA	30825598	30825650	.	+	.	Name=hsa-mir-1825;ID=MI0008193	-5.17496571531869	0
chr12	.	miRNA	100583662	100583727	.	+	.	Name=hsa-mir-1827;ID=MI0008195	-3.10296905750241	1
chrX	.	miRNA	113886019	113886098	.	+	.	Name=hsa-mir-1912;ID=MI0008333	-5.17496571531869	0
chr6	.	miRNA	166922842	166922921	.	-	.	Name=hsa-mir-1913;ID=MI0008334	-5.17496571531869	0
chr16	.	miRNA	15104178	15104254	.	-	.	Name=hsa-mir-1972-1;ID=MI0009982	-5.17496571531869	0
chr4	.	miRNA	117220881	117220924	.	+	.	Name=hsa-mir-1973;ID=MI0009983	-0.725841211424181	2
chr1	.	miRNA	26881033	26881084	.	+	.	Name=hsa-mir-1976;ID=MI0009986	-4.74122029603076	0
chr8	.	miRNA	75617928	75617982	.	+	.	Name=hsa-mir-2052;ID=MI0010486	-5.17496571531869	0
chr8	.	miRNA	113655722	113655812	.	+	.	Name=hsa-mir-2053;ID=MI0010487	-5.17496571531869	0
chr4	.	miRNA	126428414	126428462	.	+	.	Name=hsa-mir-2054;ID=MI0010488	-5.17496571531869	0
chr10	.	miRNA	115933864	115933938	.	-	.	Name=hsa-mir-2110;ID=MI0010629	-3.12069046051676	0
chr17	.	miRNA	41522174	41522253	.	+	.	Name=hsa-mir-2117;ID=MI0010636	-5.17496571531869	0
chr10	.	miRNA	12767253	12767352	.	-	.	Name=hsa-mir-548q;ID=MI0010637	-2.44248817130195	1
chr9	.	miRNA	97572244	97572339	.	+	.	Name=hsa-mir-2278;ID=MI0011285	-1.87813992838331	1
chr3	.	miRNA	48616335	48616410	.	-	.	Name=hsa-mir-711;ID=MI0012488	-5.17496571531869	0
chrX	.	miRNA	153285371	153285440	.	-	.	Name=hsa-mir-718;ID=MI0012489	-5.17496571531869	0
chr9	.	miRNA	130548197	130548286	.	+	.	Name=hsa-mir-2861;ID=MI0013006	-5.17496571531869	0
chr17	.	miRNA	35391042	35391110	.	+	.	Name=hsa-mir-2909;ID=MI0013083	-5.17496571531869	0
chr1	.	miRNA	23370798	23370865	.	+	.	Name=hsa-mir-3115;ID=MI0014127	-0.940643371258709	2
chr1	.	miRNA	62544458	62544531	.	+	.	Name=hsa-mir-3116-1;ID=MI0014128	-5.17496571531869	0
chr1	.	miRNA	62544461	62544528	.	-	.	Name=hsa-mir-3116-2;ID=MI0014129	-5.17496571531869	0
chr1	.	miRNA	142667289	142667363	.	+	.	Name=hsa-mir-3118-1;ID=MI0014131	-5.17496571531869	0
chr1	.	miRNA	143163750	143163822	.	+	.	Name=hsa-mir-3118-2;ID=MI0014132	-5.17496571531869	0
chr1	.	miRNA	143424141	143424215	.	-	.	Name=hsa-mir-3118-3;ID=MI0014133	-5.17496571531869	0
chr1	.	miRNA	170120519	170120603	.	-	.	Name=hsa-mir-3119-1;ID=MI0014134	-5.17496571531869	0
chr1	.	miRNA	170120519	170120603	.	+	.	Name=hsa-mir-3119-2;ID=MI0014135	-5.17496571531869	0
chr1	.	miRNA	212250955	212251027	.	+	.	Name=hsa-mir-3122;ID=MI0014138	-5.17496571531869	0
chr1	.	miRNA	241295572	241295646	.	+	.	Name=hsa-mir-3123;ID=MI0014139	-5.17496571531869	0
chr2	.	miRNA	11907570	11907651	.	+	.	Name=hsa-mir-548s;ID=MI0014141	-1.00772521171068	2
chr2	.	miRNA	12877493	12877570	.	+	.	Name=hsa-mir-3125;ID=MI0014142	-5.17496571531869	0
chr2	.	miRNA	178120673	178120738	.	-	.	Name=hsa-mir-3128;ID=MI0014145	-5.17496571531869	0
chr2	.	miRNA	219923410	219923472	.	-	.	Name=hsa-mir-3131;ID=MI0014151	-5.17496571531869	0
chr2	.	miRNA	220413795	220413869	.	-	.	Name=hsa-mir-3132;ID=MI0014152	-5.17496571531869	0
chr2	.	miRNA	242417320	242417397	.	+	.	Name=hsa-mir-3133;ID=MI0014153	-5.17496571531869	0
chr3	.	miRNA	10371913	10371969	.	+	.	Name=hsa-mir-378b;ID=MI0014154	-1.56782465929514	1
chr3	.	miRNA	15738805	15738878	.	-	.	Name=hsa-mir-3134;ID=MI0014155	-2.02601530641845	1
chr3	.	miRNA	20179057	20179133	.	+	.	Name=hsa-mir-3135a;ID=MI0014156	-5.17496571531869	0
chr3	.	miRNA	31203196	31203279	.	-	.	Name=hsa-mir-466;ID=MI0014157	-5.17496571531869	0
chr3	.	miRNA	124451286	124451363	.	+	.	Name=hsa-mir-544b;ID=MI0014159	-5.17496571531869	0
chr3	.	miRNA	194855235	194855309	.	-	.	Name=hsa-mir-3137;ID=MI0014160	-5.17496571531869	0
chr4	.	miRNA	10080235	10080316	.	-	.	Name=hsa-mir-3138;ID=MI0014161	-5.17496571531869	0
chr4	.	miRNA	144264613	144264688	.	+	.	Name=hsa-mir-3139;ID=MI0014162	-2.82769659045203	1
chr5	.	miRNA	153975572	153975632	.	-	.	Name=hsa-mir-3141;ID=MI0014165	-5.17496571531869	0
chr5	.	miRNA	159901409	159901490	.	+	.	Name=hsa-mir-3142;ID=MI0014166	-5.17496571531869	0
chr6	.	miRNA	27115405	27115467	.	+	.	Name=hsa-mir-3143;ID=MI0014167	0.492795087829448	2
chr6	.	miRNA	57254930	57255010	.	+	.	Name=hsa-mir-548u;ID=MI0014168	-5.17496571531869	0
chr6	.	miRNA	155174494	155174570	.	+	.	Name=hsa-mir-1273c;ID=MI0014171	-4.13543273380648	0
chr7	.	miRNA	19744981	19745059	.	-	.	Name=hsa-mir-3146;ID=MI0014172	-4.52579758405	0
chr7	.	miRNA	57472731	57472796	.	+	.	Name=hsa-mir-3147;ID=MI0014173	-5.17496571531869	0
chr8	.	miRNA	17539087	17539166	.	-	.	Name=hsa-mir-548v;ID=MI0014174	-5.17496571531869	0
chr8	.	miRNA	29814788	29814864	.	-	.	Name=hsa-mir-3148;ID=MI0014175	-5.17496571531869	0
chr8	.	miRNA	77879004	77879086	.	-	.	Name=hsa-mir-3149;ID=MI0014176	-3.23287916290312	0
chr9	.	miRNA	91927140	91927221	.	+	.	Name=hsa-mir-3153;ID=MI0014180	-5.17496571531869	0
chr9	.	miRNA	131007226	131007309	.	-	.	Name=hsa-mir-3154;ID=MI0014182	-5.17496571531869	0
chr10	.	miRNA	6194159	6194240	.	+	.	Name=hsa-mir-3155a;ID=MI0014183	-2.94657951816357	1
chr11	.	miRNA	18409334	18409407	.	+	.	Name=hsa-mir-3159;ID=MI0014188	-5.17496571531869	0
chr11	.	miRNA	48118334	48118410	.	+	.	Name=hsa-mir-3161;ID=MI0014191	-5.17496571531869	0
chr11	.	miRNA	66701905	66701977	.	-	.	Name=hsa-mir-3163;ID=MI0014193	-4.13543273380648	0
chr11	.	miRNA	68850644	68850726	.	+	.	Name=hsa-mir-3164;ID=MI0014194	-3.18916611622413	0
chr11	.	miRNA	71783274	71783348	.	-	.	Name=hsa-mir-3165;ID=MI0014195	-3.17380521321644	1
chr11	.	miRNA	87909670	87909761	.	+	.	Name=hsa-mir-3166;ID=MI0014196	-4.79860402865823	0
chr11	.	miRNA	96074602	96074690	.	+	.	Name=hsa-mir-1260b;ID=MI0014197	1.78352761819245	2
chr11	.	miRNA	126858354	126858438	.	-	.	Name=hsa-mir-3167;ID=MI0014198	0.633569296947407	2
chr13	.	miRNA	41675155	41675236	.	-	.	Name=hsa-mir-3168;ID=MI0014199	-5.17496571531869	0
chr13	.	miRNA	61773932	61774014	.	-	.	Name=hsa-mir-3169;ID=MI0014200	-5.17496571531869	0
chr13	.	miRNA	98860778	98860854	.	+	.	Name=hsa-mir-3170;ID=MI0014201	-0.954453769350745	2
chr14	.	miRNA	28102411	28102484	.	-	.	Name=hsa-mir-3171;ID=MI0014202	-5.17496571531869	0
chr14	.	miRNA	101496389	101496466	.	+	.	Name=hsa-mir-1193;ID=MI0014205	-5.17496571531869	0
chr15	.	miRNA	21038124	21038198	.	+	.	Name=hsa-mir-3118-4;ID=MI0014207	-5.17496571531869	0
chr15	.	miRNA	90549987	90550073	.	+	.	Name=hsa-mir-3174;ID=MI0014208	-1.81269593969894	1
chr15	.	miRNA	93447629	93447705	.	+	.	Name=hsa-mir-3175;ID=MI0014209	-5.17496571531869	0
chr16	.	miRNA	593277	593366	.	+	.	Name=hsa-mir-3176;ID=MI0014210	-2.18922408474465	1
chr16	.	miRNA	2581923	2582006	.	-	.	Name=hsa-mir-3178;ID=MI0014212	-5.17496571531869	0
chr16	.	miRNA	14995365	14995448	.	+	.	Name=hsa-mir-3179-1;ID=MI0014213	-3.05731549829483	1
chr16	.	miRNA	16394016	16394099	.	+	.	Name=hsa-mir-3179-2;ID=MI0014216	-3.05731549829483	1
chr16	.	miRNA	18505751	18505834	.	-	.	Name=hsa-mir-3179-3;ID=MI0014221	-3.05731549829483	1
chr16	.	miRNA	26036558	26036631	.	+	.	Name=hsa-mir-548w;ID=MI0014222	-3.11386508224592	1
chr16	.	miRNA	50776216	50776288	.	+	.	Name=hsa-mir-3181;ID=MI0014223	-5.17496571531869	0
chr16	.	miRNA	83541951	83542013	.	+	.	Name=hsa-mir-3182;ID=MI0014224	1.26881517322828	2
chr17	.	miRNA	925716	925799	.	-	.	Name=hsa-mir-3183;ID=MI0014225	-3.52653441444704	0
chr17	.	miRNA	46801770	46801837	.	-	.	Name=hsa-mir-3185;ID=MI0014227	-5.17496571531869	0
chr19	.	miRNA	18392887	18392971	.	+	.	Name=hsa-mir-3188;ID=MI0014232	-5.17496571531869	0
chr19	.	miRNA	47212550	47212602	.	-	.	Name=hsa-mir-320e;ID=MI0014234	-4.43969243723542	0
chr20	.	miRNA	30194989	30195043	.	+	.	Name=hsa-mir-3193;ID=MI0014238	-3.40217944747207	0
chr20	.	miRNA	60639858	60639941	.	+	.	Name=hsa-mir-3195;ID=MI0014240	-4.74122029603076	0
chr20	.	miRNA	61870131	61870194	.	+	.	Name=hsa-mir-3196;ID=MI0014241	-3.86255205330157	0
chr21	.	miRNA	15017096	15017171	.	-	.	Name=hsa-mir-3118-5;ID=MI0014243	-5.17496571531869	0
chr21	.	miRNA	42539484	42539556	.	+	.	Name=hsa-mir-3197;ID=MI0014245	-5.17496571531869	0
chr22	.	miRNA	18246946	18247025	.	-	.	Name=hsa-mir-3198-1;ID=MI0014246	-5.17496571531869	0
chr22	.	miRNA	28316513	28316600	.	-	.	Name=hsa-mir-3199-1;ID=MI0014247	-0.832201643482313	2
chr22	.	miRNA	28316514	28316599	.	+	.	Name=hsa-mir-3199-2;ID=MI0014248	-0.808715961065509	2
chr22	.	miRNA	48670176	48670227	.	+	.	Name=hsa-mir-3201;ID=MI0014250	-4.79860402865823	0
chrX	.	miRNA	153246548	153246628	.	+	.	Name=hsa-mir-3202-1;ID=MI0014252	-5.17496571531869	0
chrX	.	miRNA	153246549	153246627	.	-	.	Name=hsa-mir-3202-2;ID=MI0014253	-5.17496571531869	0
chr1	.	miRNA	10287776	10287861	.	+	.	Name=hsa-mir-1273d;ID=MI0014254	-2.41319176079694	1
chr10	.	miRNA	114393929	114394013	.	+	.	Name=hsa-mir-4295;ID=MI0015822	-5.17496571531869	0
chr10	.	miRNA	126721352	126721439	.	-	.	Name=hsa-mir-4296;ID=MI0015823	-5.17496571531869	0
chr10	.	miRNA	131641563	131641638	.	-	.	Name=hsa-mir-4297;ID=MI0015824	-5.17496571531869	0
chr10	.	miRNA	132760851	132760931	.	-	.	Name=hsa-mir-378c;ID=MI0015825	0.470324126230016	2
chr10	.	miRNA	14425199	14425276	.	-	.	Name=hsa-mir-4293;ID=MI0015826	-5.17496571531869	0
chr10	.	miRNA	50193557	50193632	.	-	.	Name=hsa-mir-4294;ID=MI0015827	-5.17496571531869	0
chr11	.	miRNA	113320745	113320810	.	-	.	Name=hsa-mir-4301;ID=MI0015828	-5.17496571531869	0
chr11	.	miRNA	11678198	11678269	.	-	.	Name=hsa-mir-4299;ID=MI0015829	-5.17496571531869	0
chr11	.	miRNA	1880694	1880766	.	-	.	Name=hsa-mir-4298;ID=MI0015830	-5.17496571531869	0
chr11	.	miRNA	81601783	81601878	.	-	.	Name=hsa-mir-4300;ID=MI0015831	-5.17496571531869	0
chr12	.	miRNA	123495214	123495275	.	-	.	Name=hsa-mir-4304;ID=MI0015832	-5.17496571531869	0
chr12	.	miRNA	26026953	26027012	.	-	.	Name=hsa-mir-4302;ID=MI0015833	-5.17496571531869	0
chr12	.	miRNA	98389161	98389226	.	-	.	Name=hsa-mir-4303;ID=MI0015834	-5.17496571531869	0
chr13	.	miRNA	40238171	40238272	.	-	.	Name=hsa-mir-4305;ID=MI0015835	-5.17496571531869	0
chr13	.	miRNA	100295313	100295403	.	+	.	Name=hsa-mir-4306;ID=MI0015836	-4.52579758405	0
chr14	.	miRNA	103005981	103006063	.	+	.	Name=hsa-mir-4309;ID=MI0015837	-5.17496571531869	0
chr14	.	miRNA	27377848	27377931	.	+	.	Name=hsa-mir-4307;ID=MI0015838	-5.17496571531869	0
chr14	.	miRNA	55344831	55344911	.	-	.	Name=hsa-mir-4308;ID=MI0015839	-5.17496571531869	0
chr15	.	miRNA	42158693	42158749	.	-	.	Name=hsa-mir-4310;ID=MI0015840	-5.17496571531869	0
chr15	.	miRNA	66332571	66332670	.	+	.	Name=hsa-mir-4311;ID=MI0015841	-5.17496571531869	0
chr15	.	miRNA	69094189	69094264	.	-	.	Name=hsa-mir-4312;ID=MI0015842	-5.17496571531869	0
chr15	.	miRNA	76054556	76054656	.	-	.	Name=hsa-mir-4313;ID=MI0015843	-5.17496571531869	0
chr17	.	miRNA	43552729	43552801	.	-	.	Name=hsa-mir-4315-1;ID=MI0015844	-5.17496571531869	0
chr17	.	miRNA	75393066	75393136	.	-	.	Name=hsa-mir-4316;ID=MI0015845	-5.17496571531869	0
chr17	.	miRNA	7991374	7991465	.	+	.	Name=hsa-mir-4314;ID=MI0015846	-5.17496571531869	0
chr18	.	miRNA	35237098	35237178	.	+	.	Name=hsa-mir-4318;ID=MI0015847	-5.17496571531869	0
chr18	.	miRNA	42550047	42550131	.	-	.	Name=hsa-mir-4319;ID=MI0015848	-5.17496571531869	0
chr18	.	miRNA	47652869	47652933	.	-	.	Name=hsa-mir-4320;ID=MI0015849	-5.17496571531869	0
chr18	.	miRNA	6374360	6374424	.	-	.	Name=hsa-mir-4317;ID=MI0015850	-2.67095587488249	1
chr19	.	miRNA	10341089	10341161	.	+	.	Name=hsa-mir-4322;ID=MI0015851	-5.17496571531869	0
chr19	.	miRNA	2250638	2250717	.	+	.	Name=hsa-mir-4321;ID=MI0015852	-5.17496571531869	0
chr19	.	miRNA	42637597	42637665	.	-	.	Name=hsa-mir-4323;ID=MI0015853	-5.17496571531869	0
chr19	.	miRNA	49812054	49812125	.	-	.	Name=hsa-mir-4324;ID=MI0015854	-2.76447014879051	1
chr1	.	miRNA	113004392	113004455	.	-	.	Name=hsa-mir-4256;ID=MI0015855	-5.17496571531869	0
chr1	.	miRNA	150524405	150524490	.	+	.	Name=hsa-mir-4257;ID=MI0015856	-5.17496571531869	0
chr1	.	miRNA	154948169	154948259	.	+	.	Name=hsa-mir-4258;ID=MI0015857	-5.17496571531869	0
chr1	.	miRNA	159869769	159869869	.	-	.	Name=hsa-mir-4259;ID=MI0015858	-5.17496571531869	0
chr1	.	miRNA	209796789	209796855	.	-	.	Name=hsa-mir-4260;ID=MI0015859	-5.17496571531869	0
chr1	.	miRNA	23189652	23189719	.	-	.	Name=hsa-mir-4253;ID=MI0015860	-5.17496571531869	0
chr1	.	miRNA	3044539	3044599	.	+	.	Name=hsa-mir-4251;ID=MI0015861	-5.17496571531869	0
chr1	.	miRNA	32224261	32224336	.	-	.	Name=hsa-mir-4254;ID=MI0015862	-3.17380521321644	1
chr1	.	miRNA	37627164	37627235	.	+	.	Name=hsa-mir-4255;ID=MI0015863	-5.17496571531869	0
chr1	.	miRNA	6489894	6489956	.	-	.	Name=hsa-mir-4252;ID=MI0015864	-5.17496571531869	0
chr20	.	miRNA	55896558	55896647	.	-	.	Name=hsa-mir-4325;ID=MI0015865	-4.74122029603076	0
chr20	.	miRNA	61918160	61918218	.	+	.	Name=hsa-mir-4326;ID=MI0015866	-3.62418923497553	0
chr21	.	miRNA	31747612	31747696	.	-	.	Name=hsa-mir-4327;ID=MI0015867	-5.17496571531869	0
chr2	.	miRNA	10332740	10332797	.	-	.	Name=hsa-mir-4261;ID=MI0015868	-5.17496571531869	0
chr2	.	miRNA	109757946	109758044	.	-	.	Name=hsa-mir-4265;ID=MI0015869	-5.17496571531869	0
chr2	.	miRNA	109930027	109930081	.	-	.	Name=hsa-mir-4266;ID=MI0015870	-5.17496571531869	0
chr2	.	miRNA	110827538	110827619	.	-	.	Name=hsa-mir-4267;ID=MI0015871	-5.17496571531869	0
chr2	.	miRNA	11977059	11977112	.	-	.	Name=hsa-mir-4262;ID=MI0015872	-5.17496571531869	0
chr2	.	miRNA	220771223	220771286	.	-	.	Name=hsa-mir-4268;ID=MI0015874	-5.17496571531869	0
chr2	.	miRNA	240227157	240227240	.	+	.	Name=hsa-mir-4269;ID=MI0015875	-5.17496571531869	0
chr2	.	miRNA	28219234	28219316	.	+	.	Name=hsa-mir-4263;ID=MI0015876	-5.17496571531869	0
chr2	.	miRNA	79876420	79876485	.	-	.	Name=hsa-mir-4264;ID=MI0015877	-5.17496571531869	0
chr3	.	miRNA	15537746	15537815	.	-	.	Name=hsa-mir-4270;ID=MI0015878	-5.17496571531869	0
chr3	.	miRNA	49311553	49311619	.	+	.	Name=hsa-mir-4271;ID=MI0015879	-5.17496571531869	0
chr3	.	miRNA	67275888	67275951	.	+	.	Name=hsa-mir-4272;ID=MI0015880	-5.17496571531869	0
chr3	.	miRNA	75787431	75787514	.	+	.	Name=hsa-mir-4273;ID=MI0015881	-5.17496571531869	0
chr4	.	miRNA	175344946	175345015	.	+	.	Name=hsa-mir-4276;ID=MI0015882	-5.17496571531869	0
chr4	.	miRNA	28821204	28821290	.	+	.	Name=hsa-mir-4275;ID=MI0015883	-5.17496571531869	0
chr4	.	miRNA	7461755	7461845	.	+	.	Name=hsa-mir-4274;ID=MI0015884	-5.17496571531869	0
chr5	.	miRNA	176056440	176056501	.	-	.	Name=hsa-mir-4281;ID=MI0015885	-5.17496571531869	0
chr5	.	miRNA	1708900	1708983	.	-	.	Name=hsa-mir-4277;ID=MI0015886	-5.17496571531869	0
chr5	.	miRNA	31936208	31936265	.	-	.	Name=hsa-mir-4279;ID=MI0015887	-5.17496571531869	0
chr5	.	miRNA	6827966	6828034	.	-	.	Name=hsa-mir-4278;ID=MI0015888	-4.74122029603076	0
chr5	.	miRNA	86410696	86410771	.	-	.	Name=hsa-mir-4280;ID=MI0015889	-5.17496571531869	0
chr6	.	miRNA	73677410	73677476	.	-	.	Name=hsa-mir-4282;ID=MI0015890	-5.17496571531869	0
chr7	.	miRNA	101936369	101936453	.	+	.	Name=hsa-mir-4285;ID=MI0015891	-5.17496571531869	0
chr7	.	miRNA	57023492	57023571	.	-	.	Name=hsa-mir-4283-1;ID=MI0015892	-5.17496571531869	0
chr7	.	miRNA	73125647	73125727	.	+	.	Name=hsa-mir-4284;ID=MI0015893	-4.3116867980044	0
chr8	.	miRNA	10524488	10524580	.	+	.	Name=hsa-mir-4286;ID=MI0015894	-2.44635604237016	1
chr8	.	miRNA	27743556	27743633	.	-	.	Name=hsa-mir-4287;ID=MI0015895	-5.17496571531869	0
chr8	.	miRNA	28362633	28362699	.	-	.	Name=hsa-mir-4288;ID=MI0015896	-5.17496571531869	0
chr9	.	miRNA	139725409	139725475	.	+	.	Name=hsa-mir-4292;ID=MI0015897	-5.17496571531869	0
chr9	.	miRNA	91360751	91360820	.	-	.	Name=hsa-mir-4289;ID=MI0015898	-3.25394913806734	0
chr9	.	miRNA	92785723	92785817	.	-	.	Name=hsa-mir-4290;ID=MI0015899	-5.17496571531869	0
chr9	.	miRNA	96581639	96581703	.	+	.	Name=hsa-mir-4291;ID=MI0015900	-1.86646098410214	1
chrX	.	miRNA	112023946	112024016	.	-	.	Name=hsa-mir-4329;ID=MI0015901	-5.17496571531869	0
chrX	.	miRNA	150336694	150336798	.	+	.	Name=hsa-mir-4330;ID=MI0015902	-5.17496571531869	0
chrX	.	miRNA	78156691	78156746	.	-	.	Name=hsa-mir-4328;ID=MI0015904	-5.17496571531869	0
chrX	.	miRNA	154612749	154612847	.	-	.	Name=hsa-mir-1184-2;ID=MI0015971	-5.17496571531869	0
chrX	.	miRNA	154687178	154687276	.	+	.	Name=hsa-mir-1184-3;ID=MI0015972	-5.17496571531869	0
chr12	.	miRNA	12264886	12264970	.	+	.	Name=hsa-mir-1244-2;ID=MI0015974	-3.05020167922112	1
chr2	.	miRNA	232578024	232578108	.	+	.	Name=hsa-mir-1244-3;ID=MI0015975	-3.05020167922112	1
chr19	.	miRNA	20579240	20579322	.	-	.	Name=hsa-mir-1270-2;ID=MI0015976	-5.17496571531869	0
chr16	.	miRNA	70064249	70064325	.	+	.	Name=hsa-mir-1972-2;ID=MI0015977	-5.17496571531869	0
chr15	.	miRNA	102500662	102500799	.	-	.	Name=hsa-mir-1302-9;ID=MI0015978	-5.17496571531869	0
chr19	.	miRNA	71973	72110	.	+	.	Name=hsa-mir-1302-10;ID=MI0015979	-5.17496571531869	0
chr9	.	miRNA	30144	30281	.	+	.	Name=hsa-mir-1302-11;ID=MI0015980	-5.17496571531869	0
chr15	.	miRNA	22049274	22049348	.	+	.	Name=hsa-mir-3118-6;ID=MI0015981	-5.17496571531869	0
chr7	.	miRNA	63081468	63081547	.	+	.	Name=hsa-mir-4283-2;ID=MI0015982	-5.17496571531869	0
chr17	.	miRNA	62818148	62818220	.	-	.	Name=hsa-mir-4315-2;ID=MI0015983	-5.17496571531869	0
chr7	.	miRNA	98479273	98479352	.	+	.	Name=hsa-mir-3609;ID=MI0015999	-1.65878054766931	1
chr8	.	miRNA	117886967	117887039	.	-	.	Name=hsa-mir-3610;ID=MI0016000	-5.17496571531869	0
chr10	.	miRNA	35368526	35368608	.	-	.	Name=hsa-mir-3611;ID=MI0016001	1.10268688166229	2
chr12	.	miRNA	128778637	128778723	.	+	.	Name=hsa-mir-3612;ID=MI0016002	-5.17496571531869	0
chr17	.	miRNA	72744752	72744838	.	+	.	Name=hsa-mir-3615;ID=MI0016005	0.852376436231576	2
chr22	.	miRNA	20073269	20073356	.	+	.	Name=hsa-mir-3618;ID=MI0016008	0.544772327042489	2
chrX	.	miRNA	20035206	20035305	.	-	.	Name=hsa-mir-23c;ID=MI0016010	0.629507521608173	2
chr9	.	miRNA	140063638	140063722	.	-	.	Name=hsa-mir-3621;ID=MI0016012	-5.17496571531869	0
chr20	.	miRNA	43036760	43036843	.	+	.	Name=hsa-mir-3646;ID=MI0016046	-5.17496571531869	0
chr21	.	miRNA	9825832	9826011	.	+	.	Name=hsa-mir-3648;ID=MI0016048	-2.39369726297493	1
chr12	.	miRNA	1769481	1769546	.	-	.	Name=hsa-mir-3649;ID=MI0016049	-5.17496571531869	0
chr5	.	miRNA	38557604	38557663	.	-	.	Name=hsa-mir-3650;ID=MI0016050	-4.74122029603076	0
chr9	.	miRNA	95054740	95054829	.	-	.	Name=hsa-mir-3651;ID=MI0016051	-4.79860402865823	0
chr12	.	miRNA	104324203	104324333	.	+	.	Name=hsa-mir-3652;ID=MI0016052	-3.49895236748619	0
chr22	.	miRNA	29729147	29729256	.	-	.	Name=hsa-mir-3653;ID=MI0016053	-0.141409925496262	2
chr7	.	miRNA	132719620	132719675	.	-	.	Name=hsa-mir-3654;ID=MI0016054	-3.95977941204269	0
chr5	.	miRNA	140027429	140027511	.	+	.	Name=hsa-mir-3655;ID=MI0016055	-4.02057063345367	0
chr11	.	miRNA	118889654	118889722	.	+	.	Name=hsa-mir-3656;ID=MI0016056	-4.07635342665058	0
chr12	.	miRNA	112475403	112475519	.	-	.	Name=hsa-mir-3657;ID=MI0016057	-3.17380521321644	1
chr1	.	miRNA	165877158	165877213	.	+	.	Name=hsa-mir-3658;ID=MI0016058	-5.17496571531869	0
chr1	.	miRNA	38554903	38555001	.	+	.	Name=hsa-mir-3659;ID=MI0016060	-3.47807129044888	0
chr5	.	miRNA	89312438	89312537	.	-	.	Name=hsa-mir-3660;ID=MI0016061	-5.17496571531869	0
chr5	.	miRNA	133561448	133561543	.	+	.	Name=hsa-mir-3661;ID=MI0016062	-1.55566187107358	1
chr6	.	miRNA	135300476	135300570	.	-	.	Name=hsa-mir-3662;ID=MI0016063	-1.75777399186737	1
chr13	.	miRNA	78272147	78272251	.	-	.	Name=hsa-mir-3665;ID=MI0016066	-5.17496571531869	0
chr7	.	miRNA	114293400	114293510	.	+	.	Name=hsa-mir-3666;ID=MI0016067	-5.17496571531869	0
chr6	.	miRNA	140526389	140526463	.	+	.	Name=hsa-mir-3668;ID=MI0016069	-5.17496571531869	0
chr8	.	miRNA	130509594	130509674	.	-	.	Name=hsa-mir-3669;ID=MI0016070	-5.17496571531869	0
chr16	.	miRNA	15001574	15001638	.	+	.	Name=hsa-mir-3670-1;ID=MI0016071	-5.17496571531869	0
chr1	.	miRNA	65523438	65523525	.	-	.	Name=hsa-mir-3671;ID=MI0016072	-5.17496571531869	0
chrX	.	miRNA	120504826	120504907	.	+	.	Name=hsa-mir-3672;ID=MI0016073	-5.17496571531869	0
chr8	.	miRNA	130508088	130508189	.	-	.	Name=hsa-mir-3673;ID=MI0016074	-5.17496571531869	0
chr8	.	miRNA	1749291	1749358	.	+	.	Name=hsa-mir-3674;ID=MI0016075	-5.17496571531869	0
chr7	.	miRNA	7106595	7106676	.	-	.	Name=hsa-mir-3683;ID=MI0016084	-5.17496571531869	0
chr4	.	miRNA	99918538	99918611	.	+	.	Name=hsa-mir-3684;ID=MI0016085	-1.99963424079423	1
